"ID";"Leeftijd";"Marges";"WijkenEnBuurten";"Perioden";"Gemeentenaam_1";"Codering_3";"WekelijkseSporters_6";"Eenzaam_28"
"15005";"20300";"MW00000";"BU01530405";"2020JJ00";"Enschede";"BU01530405";"43.1";"51.5"
"15008";"20300";"MW00000";"BU01530406";"2020JJ00";"Enschede";"BU01530406";"66.8";"55.9"
"15011";"20300";"MW00000";"WK015305";"2020JJ00";"Enschede";"WK015305";"47.8";"48.5"
"15014";"20300";"MW00000";"BU01530500";"2020JJ00";"Enschede";"BU01530500";"43.4";"53.2"
"15017";"20300";"MW00000";"BU01530501";"2020JJ00";"Enschede";"BU01530501";"44.1";"52.5"
"15020";"20300";"MW00000";"BU01530502";"2020JJ00";"Enschede";"BU01530502";"49.2";"45.5"
"15023";"20300";"MW00000";"BU01530503";"2020JJ00";"Enschede";"BU01530503";"60.5";"39.5"
"15026";"20300";"MW00000";"WK015306";"2020JJ00";"Enschede";"WK015306";"40.7";"53.8"
"15029";"20300";"MW00000";"BU01530600";"2020JJ00";"Enschede";"BU01530600";"49.1";"43.9"
"15032";"20300";"MW00000";"BU01530601";"2020JJ00";"Enschede";"BU01530601";"38.1";"55.7"
"15035";"20300";"MW00000";"BU01530602";"2020JJ00";"Enschede";"BU01530602";"47.9";"44.8"
"15038";"20300";"MW00000";"BU01530603";"2020JJ00";"Enschede";"BU01530603";"30.4";"62.9"
"15041";"20300";"MW00000";"BU01530604";"2020JJ00";"Enschede";"BU01530604";"31.4";"62.5"
"15044";"20300";"MW00000";"BU01530605";"2020JJ00";"Enschede";"BU01530605";"36.0";"60.4"
"15047";"20300";"MW00000";"BU01530606";"2020JJ00";"Enschede";"BU01530606";"37.4";"57.2"
"15050";"20300";"MW00000";"BU01530607";"2020JJ00";"Enschede";"BU01530607";"51.6";"45.2"
"15053";"20300";"MW00000";"BU01530608";"2020JJ00";"Enschede";"BU01530608";"46.0";"48.4"
"15056";"20300";"MW00000";"BU01530609";"2020JJ00";"Enschede";"BU01530609";"64.0";"38.7"
"15059";"20300";"MW00000";"WK015307";"2020JJ00";"Enschede";"WK015307";"54.6";"47.1"
"15062";"20300";"MW00000";"BU01530700";"2020JJ00";"Enschede";"BU01530700";"53.6";"50.2"
"15065";"20300";"MW00000";"BU01530701";"2020JJ00";"Enschede";"BU01530701";"51.3";"41.8"
"15068";"20300";"MW00000";"BU01530702";"2020JJ00";"Enschede";"BU01530702";"71.2";"31.5"
"15071";"20300";"MW00000";"BU01530703";"2020JJ00";"Enschede";"BU01530703";" .";" ."
"15074";"20300";"MW00000";"WK015308";"2020JJ00";"Enschede";"WK015308";"45.2";"45.8"
"15077";"20300";"MW00000";"BU01530800";"2020JJ00";"Enschede";"BU01530800";"44.1";"44.3"
"15080";"20300";"MW00000";"BU01530801";"2020JJ00";"Enschede";"BU01530801";"44.2";"46.6"
"15083";"20300";"MW00000";"BU01530802";"2020JJ00";"Enschede";"BU01530802";"39.9";"48.8"
"15086";"20300";"MW00000";"BU01530803";"2020JJ00";"Enschede";"BU01530803";"37.0";"51.7"
"15089";"20300";"MW00000";"BU01530804";"2020JJ00";"Enschede";"BU01530804";"50.0";"42.9"
"15092";"20300";"MW00000";"BU01530805";"2020JJ00";"Enschede";"BU01530805";"51.5";"42.7"
"15095";"20300";"MW00000";"BU01530806";"2020JJ00";"Enschede";"BU01530806";"49.7";"39.2"
"15098";"20300";"MW00000";"BU01530807";"2020JJ00";"Enschede";"BU01530807";"36.2";"50.1"
"15101";"20300";"MW00000";"BU01530808";"2020JJ00";"Enschede";"BU01530808";"50.8";"42.5"
"15104";"20300";"MW00000";"WK015309";"2020JJ00";"Enschede";"WK015309";"52.9";"39.7"
"15107";"20300";"MW00000";"BU01530900";"2020JJ00";"Enschede";"BU01530900";"52.0";"40.5"
"15110";"20300";"MW00000";"BU01530901";"2020JJ00";"Enschede";"BU01530901";"52.3";"41.1"
"15113";"20300";"MW00000";"BU01530902";"2020JJ00";"Enschede";"BU01530902";"58.1";"37.3"
"15116";"20300";"MW00000";"BU01530903";"2020JJ00";"Enschede";"BU01530903";"53.9";"35.4"
"15119";"20300";"MW00000";"BU01530904";"2020JJ00";"Enschede";"BU01530904";"49.2";"42.4"
"15122";"20300";"MW00000";"BU01530905";"2020JJ00";"Enschede";"BU01530905";"52.0";"38.2"
"15125";"20300";"MW00000";"BU01530906";"2020JJ00";"Enschede";"BU01530906";"53.1";"40.1"
"15128";"20300";"MW00000";"BU01530907";"2020JJ00";"Enschede";"BU01530907";"50.5";"40.5"
"15131";"20300";"MW00000";"BU01530908";"2020JJ00";"Enschede";"BU01530908";"52.1";"41.1"
"15134";"20300";"MW00000";"GM0232";"2020JJ00";"Epe";"GM0232";"45.5";"43.7"
"15137";"20300";"MW00000";"WK023200";"2020JJ00";"Epe";"WK023200";"45.4";"44.6"
"15140";"20300";"MW00000";"BU02320000";"2020JJ00";"Epe";"BU02320000";"44.1";"46.3"
"15143";"20300";"MW00000";"BU02320001";"2020JJ00";"Epe";"BU02320001";"43.8";"47.5"
"15146";"20300";"MW00000";"BU02320002";"2020JJ00";"Epe";"BU02320002";"49.8";"43.2"
"15149";"20300";"MW00000";"BU02320003";"2020JJ00";"Epe";"BU02320003";"51.8";"41.0"
"15152";"20300";"MW00000";"BU02320004";"2020JJ00";"Epe";"BU02320004";"40.4";"47.3"
"15155";"20300";"MW00000";"BU02320005";"2020JJ00";"Epe";"BU02320005";"42.0";"47.9"
"15158";"20300";"MW00000";"BU02320006";"2020JJ00";"Epe";"BU02320006";"39.1";"47.2"
"15161";"20300";"MW00000";"BU02320007";"2020JJ00";"Epe";"BU02320007";"50.1";"42.2"
"15164";"20300";"MW00000";"BU02320008";"2020JJ00";"Epe";"BU02320008";"44.7";"45.6"
"15167";"20300";"MW00000";"BU02320009";"2020JJ00";"Epe";"BU02320009";"43.5";"47.1"
"15170";"20300";"MW00000";"BU02320010";"2020JJ00";"Epe";"BU02320010";"48.2";"39.3"
"15173";"20300";"MW00000";"BU02320011";"2020JJ00";"Epe";"BU02320011";"48.6";"39.5"
"15176";"20300";"MW00000";"BU02320012";"2020JJ00";"Epe";"BU02320012";"49.3";"38.4"
"15179";"20300";"MW00000";"WK023201";"2020JJ00";"Epe";"WK023201";"46.1";"39.4"
"15182";"20300";"MW00000";"BU02320100";"2020JJ00";"Epe";"BU02320100";"45.2";"41.2"
"15185";"20300";"MW00000";"BU02320101";"2020JJ00";"Epe";"BU02320101";"46.7";"38.0"
"15188";"20300";"MW00000";"WK023202";"2020JJ00";"Epe";"WK023202";"45.7";"44.2"
"15191";"20300";"MW00000";"BU02320200";"2020JJ00";"Epe";"BU02320200";"42.4";"45.9"
"15194";"20300";"MW00000";"BU02320201";"2020JJ00";"Epe";"BU02320201";"46.2";"44.1"
"15197";"20300";"MW00000";"BU02320202";"2020JJ00";"Epe";"BU02320202";"49.5";"43.3"
"15200";"20300";"MW00000";"BU02320203";"2020JJ00";"Epe";"BU02320203";"44.0";"46.5"
"15203";"20300";"MW00000";"BU02320204";"2020JJ00";"Epe";"BU02320204";"47.7";"42.5"
"15206";"20300";"MW00000";"BU02320205";"2020JJ00";"Epe";"BU02320205";"45.9";"43.3"
"15209";"20300";"MW00000";"BU02320206";"2020JJ00";"Epe";"BU02320206";"35.4";"54.1"
"15212";"20300";"MW00000";"BU02320207";"2020JJ00";"Epe";"BU02320207";"41.5";"49.5"
"15215";"20300";"MW00000";"BU02320208";"2020JJ00";"Epe";"BU02320208";"42.0";"46.7"
"15218";"20300";"MW00000";"BU02320209";"2020JJ00";"Epe";"BU02320209";"51.8";"40.4"
"15221";"20300";"MW00000";"BU02320210";"2020JJ00";"Epe";"BU02320210";" .";" ."
"15224";"20300";"MW00000";"BU02320211";"2020JJ00";"Epe";"BU02320211";"49.3";"38.1"
"15227";"20300";"MW00000";"WK023203";"2020JJ00";"Epe";"WK023203";"42.9";"39.1"
"15230";"20300";"MW00000";"BU02320300";"2020JJ00";"Epe";"BU02320300";"39.6";"42.1"
"15233";"20300";"MW00000";"BU02320301";"2020JJ00";"Epe";"BU02320301";"45.6";"36.7"
"15236";"20300";"MW00000";"GM0233";"2020JJ00";"Ermelo";"GM0233";"47.7";"43.8"
"15239";"20300";"MW00000";"WK023300";"2020JJ00";"Ermelo";"WK023300";"47.9";"43.9"
"15242";"20300";"MW00000";"BU02330000";"2020JJ00";"Ermelo";"BU02330000";"47.9";"44.8"
"15245";"20300";"MW00000";"BU02330001";"2020JJ00";"Ermelo";"BU02330001";"47.6";"43.2"
"15248";"20300";"MW00000";"BU02330002";"2020JJ00";"Ermelo";"BU02330002";"48.0";"44.7"
"15251";"20300";"MW00000";"BU02330003";"2020JJ00";"Ermelo";"BU02330003";"47.6";"42.6"
"15254";"20300";"MW00000";"BU02330004";"2020JJ00";"Ermelo";"BU02330004";"47.6";"43.6"
"15257";"20300";"MW00000";"BU02330005";"2020JJ00";"Ermelo";"BU02330005";"49.6";"38.4"
"15260";"20300";"MW00000";"BU02330006";"2020JJ00";"Ermelo";"BU02330006";"45.7";"44.9"
"15263";"20300";"MW00000";"BU02330007";"2020JJ00";"Ermelo";"BU02330007";"48.9";"38.3"
"15266";"20300";"MW00000";"BU02330008";"2020JJ00";"Ermelo";"BU02330008";"48.0";"40.9"
"15269";"20300";"MW00000";"BU02330009";"2020JJ00";"Ermelo";"BU02330009";"44.9";"37.4"
"15272";"20300";"MW00000";"WK023301";"2020JJ00";"Ermelo";"WK023301";"42.2";"37.7"
"15275";"20300";"MW00000";"BU02330100";"2020JJ00";"Ermelo";"BU02330100";"46.1";"37.5"
"15278";"20300";"MW00000";"BU02330105";"2020JJ00";"Ermelo";"BU02330105";"34.8";"39.8"
"15281";"20300";"MW00000";"BU02330106";"2020JJ00";"Ermelo";"BU02330106";"41.9";"35.6"
"15284";"20300";"MW00000";"BU02330107";"2020JJ00";"Ermelo";"BU02330107";"30.3";"41.3"
"15287";"20300";"MW00000";"BU02330108";"2020JJ00";"Ermelo";"BU02330108";"42.5";"36.2"
"15290";"20300";"MW00000";"BU02330109";"2020JJ00";"Ermelo";"BU02330109";"35.9";"38.5"
"15293";"20300";"MW00000";"GM0777";"2020JJ00";"Etten-Leur";"GM0777";"50.0";"45.9"
"15296";"20300";"MW00000";"WK077700";"2020JJ00";"Etten-Leur";"WK077700";"47.8";"48.4"
"15299";"20300";"MW00000";"BU07770000";"2020JJ00";"Etten-Leur";"BU07770000";"46.7";"49.0"
"15302";"20300";"MW00000";"BU07770001";"2020JJ00";"Etten-Leur";"BU07770001";"48.0";"50.2"
"15305";"20300";"MW00000";"BU07770002";"2020JJ00";"Etten-Leur";"BU07770002";"43.2";"51.2"
"15308";"20300";"MW00000";"BU07770003";"2020JJ00";"Etten-Leur";"BU07770003";"44.3";"47.6"
"15311";"20300";"MW00000";"BU07770004";"2020JJ00";"Etten-Leur";"BU07770004";"46.7";"47.1"
"15314";"20300";"MW00000";"BU07770005";"2020JJ00";"Etten-Leur";"BU07770005";"49.8";"47.6"
"15317";"20300";"MW00000";"WK077701";"2020JJ00";"Etten-Leur";"WK077701";" .";" ."
"15320";"20300";"MW00000";"BU07770100";"2020JJ00";"Etten-Leur";"BU07770100";" .";" ."
"15323";"20300";"MW00000";"WK077702";"2020JJ00";"Etten-Leur";"WK077702";"58.7";"38.1"
"15326";"20300";"MW00000";"BU07770200";"2020JJ00";"Etten-Leur";"BU07770200";"58.7";"38.1"
"15329";"20300";"MW00000";"WK077710";"2020JJ00";"Etten-Leur";"WK077710";"51.9";"44.7"
"15332";"20300";"MW00000";"BU07771000";"2020JJ00";"Etten-Leur";"BU07771000";"49.4";"48.4"
"15335";"20300";"MW00000";"BU07771001";"2020JJ00";"Etten-Leur";"BU07771001";"48.5";"48.5"
"15338";"20300";"MW00000";"BU07771002";"2020JJ00";"Etten-Leur";"BU07771002";"47.3";"45.5"
"15341";"20300";"MW00000";"BU07771003";"2020JJ00";"Etten-Leur";"BU07771003";"54.9";"65.7"
"15344";"20300";"MW00000";"BU07771004";"2020JJ00";"Etten-Leur";"BU07771004";"42.9";"52.2"
"15347";"20300";"MW00000";"BU07771005";"2020JJ00";"Etten-Leur";"BU07771005";"42.9";"53.8"
"15350";"20300";"MW00000";"BU07771006";"2020JJ00";"Etten-Leur";"BU07771006";"48.4";"46.4"
"15353";"20300";"MW00000";"BU07771007";"2020JJ00";"Etten-Leur";"BU07771007";"46.8";"48.2"
"15356";"20300";"MW00000";"BU07771008";"2020JJ00";"Etten-Leur";"BU07771008";"40.1";"50.6"
"15359";"20300";"MW00000";"BU07771009";"2020JJ00";"Etten-Leur";"BU07771009";"54.2";"42.9"
"15362";"20300";"MW00000";"BU07771010";"2020JJ00";"Etten-Leur";"BU07771010";"54.4";"43.5"
"15365";"20300";"MW00000";"BU07771011";"2020JJ00";"Etten-Leur";"BU07771011";"51.4";"43.8"
"15368";"20300";"MW00000";"BU07771012";"2020JJ00";"Etten-Leur";"BU07771012";"50.3";"46.2"
"15371";"20300";"MW00000";"BU07771013";"2020JJ00";"Etten-Leur";"BU07771013";"55.4";"41.7"
"15374";"20300";"MW00000";"BU07771014";"2020JJ00";"Etten-Leur";"BU07771014";"60.7";"35.8"
"15377";"20300";"MW00000";"BU07771015";"2020JJ00";"Etten-Leur";"BU07771015";"55.9";"41.7"
"15380";"20300";"MW00000";"WK077711";"2020JJ00";"Etten-Leur";"WK077711";"39.6";"52.1"
"15383";"20300";"MW00000";"BU07771100";"2020JJ00";"Etten-Leur";"BU07771100";"39.6";"52.1"
"15386";"20300";"MW00000";"WK077712";"2020JJ00";"Etten-Leur";"WK077712";"51.0";"42.3"
"15389";"20300";"MW00000";"BU07771200";"2020JJ00";"Etten-Leur";"BU07771200";"50.7";"43.9"
"15392";"20300";"MW00000";"BU07771201";"2020JJ00";"Etten-Leur";"BU07771201";"48.4";"44.5"
"15395";"20300";"MW00000";"BU07771202";"2020JJ00";"Etten-Leur";"BU07771202";"56.2";"39.0"
"15398";"20300";"MW00000";"BU07771203";"2020JJ00";"Etten-Leur";"BU07771203";"51.9";"38.9"
"15401";"20300";"MW00000";"WK077720";"2020JJ00";"Etten-Leur";"WK077720";"48.9";"46.9"
"15404";"20300";"MW00000";"BU07772000";"2020JJ00";"Etten-Leur";"BU07772000";"41.1";"52.6"
"15407";"20300";"MW00000";"BU07772001";"2020JJ00";"Etten-Leur";"BU07772001";"43.9";"48.8"
"15410";"20300";"MW00000";"BU07772002";"2020JJ00";"Etten-Leur";"BU07772002";"46.8";"47.5"
"15413";"20300";"MW00000";"BU07772003";"2020JJ00";"Etten-Leur";"BU07772003";"56.9";"40.2"
"15416";"20300";"MW00000";"BU07772004";"2020JJ00";"Etten-Leur";"BU07772004";"49.5";"46.0"
"15419";"20300";"MW00000";"BU07772005";"2020JJ00";"Etten-Leur";"BU07772005";"50.3";"43.4"
"15422";"20300";"MW00000";"BU07772006";"2020JJ00";"Etten-Leur";"BU07772006";"46.8";"48.6"
"15425";"20300";"MW00000";"BU07772007";"2020JJ00";"Etten-Leur";"BU07772007";"48.2";"48.3"
"15428";"20300";"MW00000";"BU07772008";"2020JJ00";"Etten-Leur";"BU07772008";"44.3";"50.2"
"15431";"20300";"MW00000";"BU07772009";"2020JJ00";"Etten-Leur";"BU07772009";"55.2";"42.9"
"15434";"20300";"MW00000";"BU07772010";"2020JJ00";"Etten-Leur";"BU07772010";"43.2";"50.3"
"15437";"20300";"MW00000";"BU07772011";"2020JJ00";"Etten-Leur";"BU07772011";"60.0";"41.7"
"15440";"20300";"MW00000";"WK077721";"2020JJ00";"Etten-Leur";"WK077721";"53.3";"38.8"
"15443";"20300";"MW00000";"BU07772100";"2020JJ00";"Etten-Leur";"BU07772100";"53.3";"38.8"
"15446";"20300";"MW00000";"WK077722";"2020JJ00";"Etten-Leur";"WK077722";" .";" ."
"15449";"20300";"MW00000";"BU07772200";"2020JJ00";"Etten-Leur";"BU07772200";" .";" ."
"15452";"20300";"MW00000";"WK077723";"2020JJ00";"Etten-Leur";"WK077723";"50.0";"38.3"
"15455";"20300";"MW00000";"BU07772300";"2020JJ00";"Etten-Leur";"BU07772300";"48.9";"37.9"
"15458";"20300";"MW00000";"BU07772301";"2020JJ00";"Etten-Leur";"BU07772301";"50.8";"37.7"
"15461";"20300";"MW00000";"BU07772302";"2020JJ00";"Etten-Leur";"BU07772302";"52.4";"39.5"
"15464";"20300";"MW00000";"BU07772303";"2020JJ00";"Etten-Leur";"BU07772303";"46.9";"38.0"
"15467";"20300";"MW00000";"GM1940";"2020JJ00";"De Fryske Marren";"GM1940";"46.6";"40.5"
"15470";"20300";"MW00000";"WK194001";"2020JJ00";"De Fryske Marren";"WK194001";"44.6";"38.5"
"15473";"20300";"MW00000";"BU19400101";"2020JJ00";"De Fryske Marren";"BU19400101";"44.6";"38.5"
"15476";"20300";"MW00000";"WK194002";"2020JJ00";"De Fryske Marren";"WK194002";"43.9";"41.4"
"15479";"20300";"MW00000";"BU19400201";"2020JJ00";"De Fryske Marren";"BU19400201";"43.9";"41.4"
"15482";"20300";"MW00000";"WK194003";"2020JJ00";"De Fryske Marren";"WK194003";"43.9";"41.7"
"15485";"20300";"MW00000";"BU19400301";"2020JJ00";"De Fryske Marren";"BU19400301";"43.9";"41.7"
"15488";"20300";"MW00000";"WK194004";"2020JJ00";"De Fryske Marren";"WK194004";"44.2";"35.6"
"15491";"20300";"MW00000";"BU19400401";"2020JJ00";"De Fryske Marren";"BU19400401";"44.2";"35.6"
"15494";"20300";"MW00000";"WK194005";"2020JJ00";"De Fryske Marren";"WK194005";"46.4";"43.3"
"15497";"20300";"MW00000";"BU19400501";"2020JJ00";"De Fryske Marren";"BU19400501";"46.4";"43.3"
"15500";"20300";"MW00000";"WK194006";"2020JJ00";"De Fryske Marren";"WK194006";"46.9";"38.5"
"15503";"20300";"MW00000";"BU19400601";"2020JJ00";"De Fryske Marren";"BU19400601";"46.9";"38.5"
"15506";"20300";"MW00000";"WK194007";"2020JJ00";"De Fryske Marren";"WK194007";"47.9";"38.2"
"15509";"20300";"MW00000";"BU19400701";"2020JJ00";"De Fryske Marren";"BU19400701";"48.8";"39.0"
"15512";"20300";"MW00000";"BU19400702";"2020JJ00";"De Fryske Marren";"BU19400702";"45.9";"36.6"
"15515";"20300";"MW00000";"WK194008";"2020JJ00";"De Fryske Marren";"WK194008";"43.7";"38.0"
"15518";"20300";"MW00000";"BU19400801";"2020JJ00";"De Fryske Marren";"BU19400801";"43.7";"38.0"
"15521";"20300";"MW00000";"WK194009";"2020JJ00";"De Fryske Marren";"WK194009";"50.5";"32.3"
"15524";"20300";"MW00000";"BU19400901";"2020JJ00";"De Fryske Marren";"BU19400901";"50.5";"32.3"
"15527";"20300";"MW00000";"WK194010";"2020JJ00";"De Fryske Marren";"WK194010";"46.8";"37.9"
"15530";"20300";"MW00000";"BU19401001";"2020JJ00";"De Fryske Marren";"BU19401001";"46.8";"37.9"
"15533";"20300";"MW00000";"WK194011";"2020JJ00";"De Fryske Marren";"WK194011";"46.9";"39.1"
"15536";"20300";"MW00000";"BU19401101";"2020JJ00";"De Fryske Marren";"BU19401101";"52.5";"36.5"
"15539";"20300";"MW00000";"BU19401102";"2020JJ00";"De Fryske Marren";"BU19401102";"46.1";"39.5"
"15542";"20300";"MW00000";"WK194012";"2020JJ00";"De Fryske Marren";"WK194012";"45.8";"33.2"
"15545";"20300";"MW00000";"BU19401201";"2020JJ00";"De Fryske Marren";"BU19401201";"45.8";"33.2"
"15548";"20300";"MW00000";"WK194013";"2020JJ00";"De Fryske Marren";"WK194013";"48.6";"37.4"
"15551";"20300";"MW00000";"BU19401301";"2020JJ00";"De Fryske Marren";"BU19401301";"48.6";"37.4"
"15554";"20300";"MW00000";"WK194014";"2020JJ00";"De Fryske Marren";"WK194014";"47.6";"32.9"
"15557";"20300";"MW00000";"BU19401401";"2020JJ00";"De Fryske Marren";"BU19401401";"47.6";"32.9"
"15560";"20300";"MW00000";"WK194015";"2020JJ00";"De Fryske Marren";"WK194015";"46.6";"36.5"
"15563";"20300";"MW00000";"BU19401501";"2020JJ00";"De Fryske Marren";"BU19401501";"46.6";"36.5"
"15566";"20300";"MW00000";"WK194016";"2020JJ00";"De Fryske Marren";"WK194016";"46.6";"35.9"
"15569";"20300";"MW00000";"BU19401601";"2020JJ00";"De Fryske Marren";"BU19401601";"46.6";"35.9"
"15572";"20300";"MW00000";"WK194017";"2020JJ00";"De Fryske Marren";"WK194017";"48.4";"38.4"
"15575";"20300";"MW00000";"BU19401701";"2020JJ00";"De Fryske Marren";"BU19401701";"48.4";"38.4"
"15578";"20300";"MW00000";"WK194018";"2020JJ00";"De Fryske Marren";"WK194018";"46.1";"37.3"
"15581";"20300";"MW00000";"BU19401801";"2020JJ00";"De Fryske Marren";"BU19401801";"46.1";"37.3"
"15584";"20300";"MW00000";"WK194019";"2020JJ00";"De Fryske Marren";"WK194019";"47.4";"42.4"
"15587";"20300";"MW00000";"BU19401901";"2020JJ00";"De Fryske Marren";"BU19401901";"44.7";"46.2"
"15590";"20300";"MW00000";"BU19401902";"2020JJ00";"De Fryske Marren";"BU19401902";"47.1";"36.1"
"15593";"20300";"MW00000";"BU19401903";"2020JJ00";"De Fryske Marren";"BU19401903";"45.7";"43.5"
"15596";"20300";"MW00000";"BU19401904";"2020JJ00";"De Fryske Marren";"BU19401904";"45.4";"41.4"
"15599";"20300";"MW00000";"BU19401905";"2020JJ00";"De Fryske Marren";"BU19401905";"50.7";"39.6"
"15602";"20300";"MW00000";"BU19401906";"2020JJ00";"De Fryske Marren";"BU19401906";"53.3";"38.4"
"15605";"20300";"MW00000";"BU19401907";"2020JJ00";"De Fryske Marren";"BU19401907";"45.2";"43.1"
"15608";"20300";"MW00000";"BU19401908";"2020JJ00";"De Fryske Marren";"BU19401908";"51.6";"38.4"
"15611";"20300";"MW00000";"BU19401909";"2020JJ00";"De Fryske Marren";"BU19401909";"60.6";"34.8"
"15614";"20300";"MW00000";"BU19401910";"2020JJ00";"De Fryske Marren";"BU19401910";"43.4";"44.1"
"15617";"20300";"MW00000";"WK194020";"2020JJ00";"De Fryske Marren";"WK194020";"43.1";"35.4"
"15620";"20300";"MW00000";"BU19402001";"2020JJ00";"De Fryske Marren";"BU19402001";"43.1";"35.4"
"15623";"20300";"MW00000";"WK194021";"2020JJ00";"De Fryske Marren";"WK194021";"48.4";"39.4"
"15626";"20300";"MW00000";"BU19402101";"2020JJ00";"De Fryske Marren";"BU19402101";"48.4";"39.4"
"15629";"20300";"MW00000";"WK194022";"2020JJ00";"De Fryske Marren";"WK194022";"49.3";"40.3"
"15632";"20300";"MW00000";"BU19402201";"2020JJ00";"De Fryske Marren";"BU19402201";"49.3";"40.3"
"15635";"20300";"MW00000";"WK194023";"2020JJ00";"De Fryske Marren";"WK194023";"45.3";"42.5"
"15638";"20300";"MW00000";"BU19402301";"2020JJ00";"De Fryske Marren";"BU19402301";"47.8";"38.1"
"15641";"20300";"MW00000";"BU19402302";"2020JJ00";"De Fryske Marren";"BU19402302";"49.4";"39.1"
"15644";"20300";"MW00000";"BU19402303";"2020JJ00";"De Fryske Marren";"BU19402303";"41.1";"45.8"
"15647";"20300";"MW00000";"BU19402304";"2020JJ00";"De Fryske Marren";"BU19402304";"39.9";"45.9"
"15650";"20300";"MW00000";"BU19402305";"2020JJ00";"De Fryske Marren";"BU19402305";"51.8";"37.5"
"15653";"20300";"MW00000";"BU19402306";"2020JJ00";"De Fryske Marren";"BU19402306";"36.5";"48.3"
"15656";"20300";"MW00000";"BU19402307";"2020JJ00";"De Fryske Marren";"BU19402307";"39.4";"49.2"
"15659";"20300";"MW00000";"BU19402308";"2020JJ00";"De Fryske Marren";"BU19402308";"46.2";"41.1"
"15662";"20300";"MW00000";"WK194024";"2020JJ00";"De Fryske Marren";"WK194024";"46.8";"38.1"
"15665";"20300";"MW00000";"BU19402401";"2020JJ00";"De Fryske Marren";"BU19402401";"46.8";"38.1"
"15668";"20300";"MW00000";"WK194025";"2020JJ00";"De Fryske Marren";"WK194025";"54.2";"35.5"
"15671";"20300";"MW00000";"BU19402501";"2020JJ00";"De Fryske Marren";"BU19402501";"54.2";"35.5"
"15674";"20300";"MW00000";"WK194026";"2020JJ00";"De Fryske Marren";"WK194026";"47.1";"37.1"
"15677";"20300";"MW00000";"BU19402601";"2020JJ00";"De Fryske Marren";"BU19402601";"47.1";"37.1"
"15680";"20300";"MW00000";"WK194027";"2020JJ00";"De Fryske Marren";"WK194027";"45.4";"35.7"
"15683";"20300";"MW00000";"BU19402701";"2020JJ00";"De Fryske Marren";"BU19402701";"45.4";"35.7"
"15686";"20300";"MW00000";"WK194028";"2020JJ00";"De Fryske Marren";"WK194028";"44.2";"38.4"
"15689";"20300";"MW00000";"BU19402801";"2020JJ00";"De Fryske Marren";"BU19402801";"45.4";"36.9"
"15692";"20300";"MW00000";"BU19402802";"2020JJ00";"De Fryske Marren";"BU19402802";"43.6";"39.2"
"15695";"20300";"MW00000";"WK194029";"2020JJ00";"De Fryske Marren";"WK194029";"49.3";"36.7"
"15698";"20300";"MW00000";"BU19402901";"2020JJ00";"De Fryske Marren";"BU19402901";"49.3";"36.7"
"15701";"20300";"MW00000";"WK194030";"2020JJ00";"De Fryske Marren";"WK194030";"50.4";"37.1"
"15704";"20300";"MW00000";"BU19403001";"2020JJ00";"De Fryske Marren";"BU19403001";"50.4";"37.1"
"15707";"20300";"MW00000";"WK194031";"2020JJ00";"De Fryske Marren";"WK194031";"44.9";"39.0"
"15710";"20300";"MW00000";"BU19403101";"2020JJ00";"De Fryske Marren";"BU19403101";"44.9";"39.0"
"15713";"20300";"MW00000";"WK194032";"2020JJ00";"De Fryske Marren";"WK194032";"47.1";"37.0"
"15716";"20300";"MW00000";"BU19403201";"2020JJ00";"De Fryske Marren";"BU19403201";"47.1";"37.0"
"15719";"20300";"MW00000";"WK194033";"2020JJ00";"De Fryske Marren";"WK194033";"50.4";"38.6"
"15722";"20300";"MW00000";"BU19403301";"2020JJ00";"De Fryske Marren";"BU19403301";"50.4";"38.6"
"15725";"20300";"MW00000";"WK194034";"2020JJ00";"De Fryske Marren";"WK194034";"46.4";"38.4"
"15728";"20300";"MW00000";"BU19403401";"2020JJ00";"De Fryske Marren";"BU19403401";"46.4";"38.4"
"15731";"20300";"MW00000";"WK194035";"2020JJ00";"De Fryske Marren";"WK194035";"46.6";"39.6"
"15734";"20300";"MW00000";"BU19403501";"2020JJ00";"De Fryske Marren";"BU19403501";"46.6";"39.6"
"15737";"20300";"MW00000";"WK194036";"2020JJ00";"De Fryske Marren";"WK194036";"46.5";"38.2"
"15740";"20300";"MW00000";"BU19403601";"2020JJ00";"De Fryske Marren";"BU19403601";"46.5";"38.2"
"15743";"20300";"MW00000";"WK194037";"2020JJ00";"De Fryske Marren";"WK194037";"46.2";"38.0"
"15746";"20300";"MW00000";"BU19403701";"2020JJ00";"De Fryske Marren";"BU19403701";"46.2";"38.0"
"15749";"20300";"MW00000";"WK194038";"2020JJ00";"De Fryske Marren";"WK194038";"49.3";"36.7"
"15752";"20300";"MW00000";"BU19403801";"2020JJ00";"De Fryske Marren";"BU19403801";"49.3";"36.7"
"15755";"20300";"MW00000";"WK194039";"2020JJ00";"De Fryske Marren";"WK194039";"47.5";"34.9"
"15758";"20300";"MW00000";"BU19403901";"2020JJ00";"De Fryske Marren";"BU19403901";"47.5";"34.9"
"15761";"20300";"MW00000";"WK194040";"2020JJ00";"De Fryske Marren";"WK194040";"48.4";"37.9"
"15764";"20300";"MW00000";"BU19404001";"2020JJ00";"De Fryske Marren";"BU19404001";"48.4";"37.9"
"15767";"20300";"MW00000";"WK194041";"2020JJ00";"De Fryske Marren";"WK194041";"47.5";"39.7"
