"ID";"Leeftijd";"Marges";"WijkenEnBuurten";"Perioden";"Gemeentenaam_1";"Codering_3";"WekelijkseSporters_6";"Eenzaam_28"
"2";"20300";"MW00000";"NL01";"2020JJ00";"Nederland";"NL01";"48.9";"47.0"
"5";"20300";"MW00000";"GM1680";"2020JJ00";"Aa en Hunze";"GM1680";"45.4";"42.4"
"8";"20300";"MW00000";"WK168000";"2020JJ00";"Aa en Hunze";"WK168000";"47.8";"41.8"
"11";"20300";"MW00000";"BU16800000";"2020JJ00";"Aa en Hunze";"BU16800000";"47.8";"41.9"
"14";"20300";"MW00000";"BU16800009";"2020JJ00";"Aa en Hunze";"BU16800009";"48.3";"39.3"
"17";"20300";"MW00000";"WK168001";"2020JJ00";"Aa en Hunze";"WK168001";"45.2";"41.6"
"20";"20300";"MW00000";"BU16800100";"2020JJ00";"Aa en Hunze";"BU16800100";"45.4";"41.6"
"23";"20300";"MW00000";"BU16800109";"2020JJ00";"Aa en Hunze";"BU16800109";"43.8";"41.7"
"26";"20300";"MW00000";"WK168002";"2020JJ00";"Aa en Hunze";"WK168002";"47.2";"42.5"
"29";"20300";"MW00000";"BU16800200";"2020JJ00";"Aa en Hunze";"BU16800200";"46.2";"43.3"
"32";"20300";"MW00000";"BU16800209";"2020JJ00";"Aa en Hunze";"BU16800209";"51.8";"38.9"
"35";"20300";"MW00000";"WK168003";"2020JJ00";"Aa en Hunze";"WK168003";"49.3";"37.6"
"38";"20300";"MW00000";"BU16800300";"2020JJ00";"Aa en Hunze";"BU16800300";"49.6";"37.7"
"41";"20300";"MW00000";"BU16800309";"2020JJ00";"Aa en Hunze";"BU16800309";"39.1";"31.9"
"44";"20300";"MW00000";"WK168004";"2020JJ00";"Aa en Hunze";"WK168004";"48.0";"37.7"
"47";"20300";"MW00000";"BU16800400";"2020JJ00";"Aa en Hunze";"BU16800400";"47.9";"38.2"
"50";"20300";"MW00000";"BU16800409";"2020JJ00";"Aa en Hunze";"BU16800409";"48.8";"34.2"
"53";"20300";"MW00000";"WK168005";"2020JJ00";"Aa en Hunze";"WK168005";"51.4";"42.2"
"56";"20300";"MW00000";"BU16800500";"2020JJ00";"Aa en Hunze";"BU16800500";"51.6";"41.9"
"59";"20300";"MW00000";"BU16800509";"2020JJ00";"Aa en Hunze";"BU16800509";"50.4";"45.1"
"62";"20300";"MW00000";"WK168006";"2020JJ00";"Aa en Hunze";"WK168006";"46.7";"39.1"
"65";"20300";"MW00000";"BU16800600";"2020JJ00";"Aa en Hunze";"BU16800600";"46.8";"39.0"
"68";"20300";"MW00000";"BU16800609";"2020JJ00";"Aa en Hunze";"BU16800609";"42.8";"42.2"
"71";"20300";"MW00000";"WK168007";"2020JJ00";"Aa en Hunze";"WK168007";"45.9";"40.4"
"74";"20300";"MW00000";"BU16800700";"2020JJ00";"Aa en Hunze";"BU16800700";"45.9";"40.4"
"77";"20300";"MW00000";"BU16800709";"2020JJ00";"Aa en Hunze";"BU16800709";" .";" ."
"80";"20300";"MW00000";"WK168008";"2020JJ00";"Aa en Hunze";"WK168008";"45.8";"37.3"
"83";"20300";"MW00000";"BU16800800";"2020JJ00";"Aa en Hunze";"BU16800800";"44.8";"37.6"
"86";"20300";"MW00000";"BU16800809";"2020JJ00";"Aa en Hunze";"BU16800809";" .";" ."
"89";"20300";"MW00000";"WK168009";"2020JJ00";"Aa en Hunze";"WK168009";"44.9";"39.6"
"92";"20300";"MW00000";"BU16800900";"2020JJ00";"Aa en Hunze";"BU16800900";"44.5";"39.5"
"95";"20300";"MW00000";"BU16800909";"2020JJ00";"Aa en Hunze";"BU16800909";" .";" ."
"98";"20300";"MW00000";"WK168011";"2020JJ00";"Aa en Hunze";"WK168011";"43.7";"41.6"
"101";"20300";"MW00000";"BU16801100";"2020JJ00";"Aa en Hunze";"BU16801100";"43.8";"41.6"
"104";"20300";"MW00000";"BU16801109";"2020JJ00";"Aa en Hunze";"BU16801109";" .";" ."
"107";"20300";"MW00000";"WK168012";"2020JJ00";"Aa en Hunze";"WK168012";"38.7";"44.2"
"110";"20300";"MW00000";"BU16801200";"2020JJ00";"Aa en Hunze";"BU16801200";"38.8";"43.5"
"113";"20300";"MW00000";"BU16801209";"2020JJ00";"Aa en Hunze";"BU16801209";" .";" ."
"116";"20300";"MW00000";"WK168013";"2020JJ00";"Aa en Hunze";"WK168013";"45.8";"39.3"
"119";"20300";"MW00000";"BU16801300";"2020JJ00";"Aa en Hunze";"BU16801300";"44.5";"38.7"
"122";"20300";"MW00000";"BU16801309";"2020JJ00";"Aa en Hunze";"BU16801309";"50.0";"41.0"
"125";"20300";"MW00000";"WK168014";"2020JJ00";"Aa en Hunze";"WK168014";"42.4";"43.1"
"128";"20300";"MW00000";"BU16801400";"2020JJ00";"Aa en Hunze";"BU16801400";"42.7";"42.7"
"131";"20300";"MW00000";"BU16801401";"2020JJ00";"Aa en Hunze";"BU16801401";"47.5";"38.6"
"134";"20300";"MW00000";"BU16801409";"2020JJ00";"Aa en Hunze";"BU16801409";"37.6";"48.4"
"137";"20300";"MW00000";"WK168015";"2020JJ00";"Aa en Hunze";"WK168015";"39.5";"48.0"
"140";"20300";"MW00000";"BU16801500";"2020JJ00";"Aa en Hunze";"BU16801500";"39.5";"48.3"
"143";"20300";"MW00000";"BU16801501";"2020JJ00";"Aa en Hunze";"BU16801501";"39.6";"39.5"
"146";"20300";"MW00000";"BU16801509";"2020JJ00";"Aa en Hunze";"BU16801509";" .";" ."
"149";"20300";"MW00000";"WK168016";"2020JJ00";"Aa en Hunze";"WK168016";"36.3";"44.8"
"152";"20300";"MW00000";"BU16801600";"2020JJ00";"Aa en Hunze";"BU16801600";"36.0";"45.2"
"155";"20300";"MW00000";"BU16801601";"2020JJ00";"Aa en Hunze";"BU16801601";"39.8";"39.5"
"158";"20300";"MW00000";"BU16801609";"2020JJ00";"Aa en Hunze";"BU16801609";" .";" ."
"161";"20300";"MW00000";"WK168017";"2020JJ00";"Aa en Hunze";"WK168017";"45.3";"43.7"
"164";"20300";"MW00000";"BU16801700";"2020JJ00";"Aa en Hunze";"BU16801700";"45.2";"43.8"
"167";"20300";"MW00000";"BU16801709";"2020JJ00";"Aa en Hunze";"BU16801709";"46.2";"41.3"
"170";"20300";"MW00000";"WK168018";"2020JJ00";"Aa en Hunze";"WK168018";"42.6";"41.8"
"173";"20300";"MW00000";"BU16801800";"2020JJ00";"Aa en Hunze";"BU16801800";"42.2";"42.6"
"176";"20300";"MW00000";"BU16801801";"2020JJ00";"Aa en Hunze";"BU16801801";"45.5";"37.2"
"179";"20300";"MW00000";"BU16801802";"2020JJ00";"Aa en Hunze";"BU16801802";"41.5";"42.6"
"182";"20300";"MW00000";"BU16801809";"2020JJ00";"Aa en Hunze";"BU16801809";"43.7";"40.4"
"185";"20300";"MW00000";"WK168019";"2020JJ00";"Aa en Hunze";"WK168019";"48.0";"42.0"
"188";"20300";"MW00000";"BU16801900";"2020JJ00";"Aa en Hunze";"BU16801900";"47.3";"42.9"
"191";"20300";"MW00000";"BU16801901";"2020JJ00";"Aa en Hunze";"BU16801901";"48.6";"38.8"
"194";"20300";"MW00000";"BU16801902";"2020JJ00";"Aa en Hunze";"BU16801902";"51.5";"37.0"
"197";"20300";"MW00000";"BU16801903";"2020JJ00";"Aa en Hunze";"BU16801903";"51.4";"37.1"
"200";"20300";"MW00000";"BU16801908";"2020JJ00";"Aa en Hunze";"BU16801908";"52.2";"39.3"
"203";"20300";"MW00000";"BU16801909";"2020JJ00";"Aa en Hunze";"BU16801909";"51.8";"35.6"
"206";"20300";"MW00000";"WK168020";"2020JJ00";"Aa en Hunze";"WK168020";"45.0";"38.6"
"209";"20300";"MW00000";"BU16802000";"2020JJ00";"Aa en Hunze";"BU16802000";"47.9";"37.8"
"212";"20300";"MW00000";"BU16802001";"2020JJ00";"Aa en Hunze";"BU16802001";"42.8";"41.8"
"215";"20300";"MW00000";"BU16802008";"2020JJ00";"Aa en Hunze";"BU16802008";"41.3";"37.4"
"218";"20300";"MW00000";"BU16802009";"2020JJ00";"Aa en Hunze";"BU16802009";"40.3";"38.4"
"221";"20300";"MW00000";"WK168021";"2020JJ00";"Aa en Hunze";"WK168021";"47.0";"36.6"
"224";"20300";"MW00000";"BU16802100";"2020JJ00";"Aa en Hunze";"BU16802100";"45.5";"37.2"
"227";"20300";"MW00000";"BU16802101";"2020JJ00";"Aa en Hunze";"BU16802101";"49.3";"35.9"
"230";"20300";"MW00000";"BU16802109";"2020JJ00";"Aa en Hunze";"BU16802109";"47.9";"36.0"
"233";"20300";"MW00000";"GM0358";"2020JJ00";"Aalsmeer";"GM0358";"55.4";"43.6"
"236";"20300";"MW00000";"WK035800";"2020JJ00";"Aalsmeer";"WK035800";"53.9";"45.1"
"239";"20300";"MW00000";"BU03580000";"2020JJ00";"Aalsmeer";"BU03580000";"55.9";"44.4"
"242";"20300";"MW00000";"BU03580001";"2020JJ00";"Aalsmeer";"BU03580001";"53.8";"46.1"
"245";"20300";"MW00000";"BU03580004";"2020JJ00";"Aalsmeer";"BU03580004";"50.7";"45.5"
"248";"20300";"MW00000";"BU03580005";"2020JJ00";"Aalsmeer";"BU03580005";"57.7";"39.3"
"251";"20300";"MW00000";"WK035801";"2020JJ00";"Aalsmeer";"WK035801";"54.8";"42.9"
"254";"20300";"MW00000";"BU03580100";"2020JJ00";"Aalsmeer";"BU03580100";"54.8";"42.9"
"257";"20300";"MW00000";"WK035802";"2020JJ00";"Aalsmeer";"WK035802";"57.9";"42.2"
"260";"20300";"MW00000";"BU03580200";"2020JJ00";"Aalsmeer";"BU03580200";"55.4";"41.7"
"263";"20300";"MW00000";"BU03580201";"2020JJ00";"Aalsmeer";"BU03580201";"55.4";"41.0"
"266";"20300";"MW00000";"BU03580205";"2020JJ00";"Aalsmeer";"BU03580205";"58.8";"42.4"
"269";"20300";"MW00000";"BU03580206";"2020JJ00";"Aalsmeer";"BU03580206";"55.9";"42.5"
"272";"20300";"MW00000";"GM0197";"2020JJ00";"Aalten";"GM0197";"48.3";"43.0"
"275";"20300";"MW00000";"WK019701";"2020JJ00";"Aalten";"WK019701";"51.0";"37.6"
"278";"20300";"MW00000";"BU01970101";"2020JJ00";"Aalten";"BU01970101";"57.8";"35.6"
"281";"20300";"MW00000";"BU01970102";"2020JJ00";"Aalten";"BU01970102";"52.8";"35.4"
"284";"20300";"MW00000";"BU01970103";"2020JJ00";"Aalten";"BU01970103";"51.7";"39.5"
"287";"20300";"MW00000";"BU01970104";"2020JJ00";"Aalten";"BU01970104";"51.2";"36.3"
"290";"20300";"MW00000";"BU01970105";"2020JJ00";"Aalten";"BU01970105";"52.7";"37.6"
"293";"20300";"MW00000";"BU01970106";"2020JJ00";"Aalten";"BU01970106";"50.9";"37.2"
"296";"20300";"MW00000";"BU01970107";"2020JJ00";"Aalten";"BU01970107";"50.8";"39.9"
"299";"20300";"MW00000";"BU01970108";"2020JJ00";"Aalten";"BU01970108";"48.7";"37.2"
"302";"20300";"MW00000";"BU01970109";"2020JJ00";"Aalten";"BU01970109";"54.9";"36.9"
"305";"20300";"MW00000";"BU01970110";"2020JJ00";"Aalten";"BU01970110";"52.8";"37.5"
"308";"20300";"MW00000";"BU01970111";"2020JJ00";"Aalten";"BU01970111";"46.6";"39.9"
"311";"20300";"MW00000";"BU01970112";"2020JJ00";"Aalten";"BU01970112";"52.1";"34.7"
"314";"20300";"MW00000";"WK019702";"2020JJ00";"Aalten";"WK019702";"48.7";"41.1"
"317";"20300";"MW00000";"BU01970201";"2020JJ00";"Aalten";"BU01970201";"50.3";"38.9"
"320";"20300";"MW00000";"BU01970202";"2020JJ00";"Aalten";"BU01970202";"49.2";"41.5"
"323";"20300";"MW00000";"BU01970203";"2020JJ00";"Aalten";"BU01970203";"49.3";"37.7"
"326";"20300";"MW00000";"BU01970204";"2020JJ00";"Aalten";"BU01970204";"48.3";"41.6"
"329";"20300";"MW00000";"WK019703";"2020JJ00";"Aalten";"WK019703";"48.1";"44.5"
"332";"20300";"MW00000";"BU01970301";"2020JJ00";"Aalten";"BU01970301";"46.8";"45.3"
"335";"20300";"MW00000";"BU01970302";"2020JJ00";"Aalten";"BU01970302";"47.0";"44.3"
"338";"20300";"MW00000";"BU01970303";"2020JJ00";"Aalten";"BU01970303";"51.8";"39.9"
"341";"20300";"MW00000";"BU01970304";"2020JJ00";"Aalten";"BU01970304";"48.1";"44.5"
"344";"20300";"MW00000";"BU01970305";"2020JJ00";"Aalten";"BU01970305";"59.7";"36.7"
"347";"20300";"MW00000";"BU01970306";"2020JJ00";"Aalten";"BU01970306";"46.6";"44.0"
"350";"20300";"MW00000";"BU01970307";"2020JJ00";"Aalten";"BU01970307";"44.7";"50.0"
"353";"20300";"MW00000";"WK019704";"2020JJ00";"Aalten";"WK019704";"47.1";"43.9"
"356";"20300";"MW00000";"BU01970400";"2020JJ00";"Aalten";"BU01970400";"44.2";"47.6"
"359";"20300";"MW00000";"BU01970401";"2020JJ00";"Aalten";"BU01970401";"47.3";"43.6"
"362";"20300";"MW00000";"BU01970402";"2020JJ00";"Aalten";"BU01970402";"48.6";"42.9"
"365";"20300";"MW00000";"BU01970403";"2020JJ00";"Aalten";"BU01970403";"49.8";"37.0"
"368";"20300";"MW00000";"BU01970408";"2020JJ00";"Aalten";"BU01970408";"54.1";"37.5"
"371";"20300";"MW00000";"BU01970409";"2020JJ00";"Aalten";"BU01970409";"48.8";"39.0"
"374";"20300";"MW00000";"GM0059";"2020JJ00";"Achtkarspelen";"GM0059";"39.7";"40.3"
"377";"20300";"MW00000";"WK005900";"2020JJ00";"Achtkarspelen";"WK005900";"40.2";"40.3"
"380";"20300";"MW00000";"BU00590000";"2020JJ00";"Achtkarspelen";"BU00590000";"42.7";"40.4"
"383";"20300";"MW00000";"BU00590001";"2020JJ00";"Achtkarspelen";"BU00590001";"38.2";"40.0"
"386";"20300";"MW00000";"BU00590002";"2020JJ00";"Achtkarspelen";"BU00590002";"37.1";"41.1"
"389";"20300";"MW00000";"BU00590003";"2020JJ00";"Achtkarspelen";"BU00590003";"36.0";"40.9"
"392";"20300";"MW00000";"BU00590004";"2020JJ00";"Achtkarspelen";"BU00590004";"38.2";"42.2"
"395";"20300";"MW00000";"BU00590005";"2020JJ00";"Achtkarspelen";"BU00590005";"43.9";"38.2"
"398";"20300";"MW00000";"BU00590006";"2020JJ00";"Achtkarspelen";"BU00590006";"41.5";"33.5"
"401";"20300";"MW00000";"BU00590007";"2020JJ00";"Achtkarspelen";"BU00590007";"42.8";"36.3"
"404";"20300";"MW00000";"BU00590008";"2020JJ00";"Achtkarspelen";"BU00590008";"40.4";"37.7"
"407";"20300";"MW00000";"BU00590009";"2020JJ00";"Achtkarspelen";"BU00590009";"38.2";"37.1"
"410";"20300";"MW00000";"WK005901";"2020JJ00";"Achtkarspelen";"WK005901";"40.0";"39.1"
"413";"20300";"MW00000";"BU00590100";"2020JJ00";"Achtkarspelen";"BU00590100";"38.9";"40.3"
"416";"20300";"MW00000";"BU00590102";"2020JJ00";"Achtkarspelen";"BU00590102";"39.3";"39.3"
"419";"20300";"MW00000";"BU00590103";"2020JJ00";"Achtkarspelen";"BU00590103";"40.5";"39.8"
"422";"20300";"MW00000";"BU00590107";"2020JJ00";"Achtkarspelen";"BU00590107";"41.4";"37.7"
"425";"20300";"MW00000";"BU00590108";"2020JJ00";"Achtkarspelen";"BU00590108";"44.5";"36.7"
"428";"20300";"MW00000";"BU00590109";"2020JJ00";"Achtkarspelen";"BU00590109";"39.7";"35.1"
"431";"20300";"MW00000";"WK005902";"2020JJ00";"Achtkarspelen";"WK005902";"39.2";"40.6"
"434";"20300";"MW00000";"BU00590200";"2020JJ00";"Achtkarspelen";"BU00590200";"38.5";"42.1"
"437";"20300";"MW00000";"BU00590201";"2020JJ00";"Achtkarspelen";"BU00590201";"38.0";"40.0"
"440";"20300";"MW00000";"BU00590202";"2020JJ00";"Achtkarspelen";"BU00590202";"42.7";"39.0"
"443";"20300";"MW00000";"BU00590203";"2020JJ00";"Achtkarspelen";"BU00590203";"39.5";"41.7"
"446";"20300";"MW00000";"BU00590206";"2020JJ00";"Achtkarspelen";"BU00590206";"41.2";"38.3"
"449";"20300";"MW00000";"BU00590207";"2020JJ00";"Achtkarspelen";"BU00590207";"41.8";"37.2"
"452";"20300";"MW00000";"BU00590208";"2020JJ00";"Achtkarspelen";"BU00590208";"43.2";"37.9"
"455";"20300";"MW00000";"BU00590209";"2020JJ00";"Achtkarspelen";"BU00590209";"42.7";"36.7"
"458";"20300";"MW00000";"GM0482";"2020JJ00";"Alblasserdam";"GM0482";"41.7";"44.9"
"461";"20300";"MW00000";"WK048201";"2020JJ00";"Alblasserdam";"WK048201";"42.4";"43.7"
"464";"20300";"MW00000";"BU04820101";"2020JJ00";"Alblasserdam";"BU04820101";"43.7";"43.1"
"467";"20300";"MW00000";"BU04820102";"2020JJ00";"Alblasserdam";"BU04820102";"32.1";"53.4"
"470";"20300";"MW00000";"BU04820103";"2020JJ00";"Alblasserdam";"BU04820103";"44.5";"42.7"
"473";"20300";"MW00000";"BU04820104";"2020JJ00";"Alblasserdam";"BU04820104";"47.2";"40.0"
"476";"20300";"MW00000";"BU04820105";"2020JJ00";"Alblasserdam";"BU04820105";"42.9";"41.3"
"479";"20300";"MW00000";"WK048202";"2020JJ00";"Alblasserdam";"WK048202";"43.3";"44.5"
"482";"20300";"MW00000";"BU04820201";"2020JJ00";"Alblasserdam";"BU04820201";"47.0";"38.4"
"485";"20300";"MW00000";"BU04820202";"2020JJ00";"Alblasserdam";"BU04820202";"42.7";"46.4"
"488";"20300";"MW00000";"BU04820203";"2020JJ00";"Alblasserdam";"BU04820203";"44.2";"43.5"
"491";"20300";"MW00000";"BU04820204";"2020JJ00";"Alblasserdam";"BU04820204";"58.2";"29.8"
"494";"20300";"MW00000";"BU04820205";"2020JJ00";"Alblasserdam";"BU04820205";"39.1";"47.6"
"497";"20300";"MW00000";"BU04820206";"2020JJ00";"Alblasserdam";"BU04820206";"47.3";"42.2"
"500";"20300";"MW00000";"WK048203";"2020JJ00";"Alblasserdam";"WK048203";"41.5";"45.6"
"503";"20300";"MW00000";"BU04820301";"2020JJ00";"Alblasserdam";"BU04820301";"47.1";"40.8"
"506";"20300";"MW00000";"BU04820302";"2020JJ00";"Alblasserdam";"BU04820302";"49.0";"40.1"
"509";"20300";"MW00000";"BU04820303";"2020JJ00";"Alblasserdam";"BU04820303";"44.0";"42.8"
"512";"20300";"MW00000";"BU04820304";"2020JJ00";"Alblasserdam";"BU04820304";"45.1";"41.0"
"515";"20300";"MW00000";"BU04820305";"2020JJ00";"Alblasserdam";"BU04820305";"35.0";"48.7"
"518";"20300";"MW00000";"BU04820306";"2020JJ00";"Alblasserdam";"BU04820306";"38.0";"46.7"
"521";"20300";"MW00000";"BU04820307";"2020JJ00";"Alblasserdam";"BU04820307";"39.1";"51.8"
"524";"20300";"MW00000";"WK048204";"2020JJ00";"Alblasserdam";"WK048204";"38.9";"45.8"
"527";"20300";"MW00000";"BU04820401";"2020JJ00";"Alblasserdam";"BU04820401";"36.4";"45.6"
"530";"20300";"MW00000";"BU04820402";"2020JJ00";"Alblasserdam";"BU04820402";"40.2";"45.4"
"533";"20300";"MW00000";"BU04820403";"2020JJ00";"Alblasserdam";"BU04820403";"60.6";"34.4"
"536";"20300";"MW00000";"BU04820404";"2020JJ00";"Alblasserdam";"BU04820404";"29.4";"54.0"
"539";"20300";"MW00000";"WK048205";"2020JJ00";"Alblasserdam";"WK048205";"40.5";"44.8"
"542";"20300";"MW00000";"BU04820501";"2020JJ00";"Alblasserdam";"BU04820501";"48.5";"40.0"
"545";"20300";"MW00000";"BU04820502";"2020JJ00";"Alblasserdam";"BU04820502";" .";" ."
"548";"20300";"MW00000";"BU04820503";"2020JJ00";"Alblasserdam";"BU04820503";"37.1";"46.8"
"551";"20300";"MW00000";"WK048206";"2020JJ00";"Alblasserdam";"WK048206";"49.1";"37.3"
"554";"20300";"MW00000";"BU04820601";"2020JJ00";"Alblasserdam";"BU04820601";" .";" ."
"557";"20300";"MW00000";"BU04820602";"2020JJ00";"Alblasserdam";"BU04820602";"54.4";"35.0"
"560";"20300";"MW00000";"BU04820603";"2020JJ00";"Alblasserdam";"BU04820603";"47.7";"40.0"
"563";"20300";"MW00000";"BU04820604";"2020JJ00";"Alblasserdam";"BU04820604";"45.9";"38.3"
"566";"20300";"MW00000";"GM0613";"2020JJ00";"Albrandswaard";"GM0613";"51.1";"44.9"
"569";"20300";"MW00000";"WK061301";"2020JJ00";"Albrandswaard";"WK061301";"54.4";"41.8"
"572";"20300";"MW00000";"BU06130101";"2020JJ00";"Albrandswaard";"BU06130101";"55.2";"41.5"
"575";"20300";"MW00000";"BU06130102";"2020JJ00";"Albrandswaard";"BU06130102";"39.7";"50.5"
"578";"20300";"MW00000";"BU06130103";"2020JJ00";"Albrandswaard";"BU06130103";"50.3";"42.8"
"581";"20300";"MW00000";"BU06130104";"2020JJ00";"Albrandswaard";"BU06130104";"50.2";"40.1"
"584";"20300";"MW00000";"WK061302";"2020JJ00";"Albrandswaard";"WK061302";"49.0";"46.1"
"587";"20300";"MW00000";"BU06130205";"2020JJ00";"Albrandswaard";"BU06130205";"48.9";"46.2"
"590";"20300";"MW00000";"BU06130207";"2020JJ00";"Albrandswaard";"BU06130207";"55.4";"42.3"
"593";"20300";"MW00000";"WK061303";"2020JJ00";"Albrandswaard";"WK061303";"48.8";"46.0"
"596";"20300";"MW00000";"BU06130308";"2020JJ00";"Albrandswaard";"BU06130308";"44.5";"50.2"
"599";"20300";"MW00000";"BU06130309";"2020JJ00";"Albrandswaard";"BU06130309";"51.4";"44.5"
"602";"20300";"MW00000";"BU06130310";"2020JJ00";"Albrandswaard";"BU06130310";"42.7";"47.9"
"605";"20300";"MW00000";"BU06130311";"2020JJ00";"Albrandswaard";"BU06130311";"50.7";"44.3"
"608";"20300";"MW00000";"BU06130312";"2020JJ00";"Albrandswaard";"BU06130312";"50.4";"50.4"
"611";"20300";"MW00000";"BU06130313";"2020JJ00";"Albrandswaard";"BU06130313";"56.7";"37.4"
"614";"20300";"MW00000";"WK061304";"2020JJ00";"Albrandswaard";"WK061304";"50.6";"45.7"
"617";"20300";"MW00000";"BU06130414";"2020JJ00";"Albrandswaard";"BU06130414";"50.9";"45.6"
"620";"20300";"MW00000";"BU06130415";"2020JJ00";"Albrandswaard";"BU06130415";"47.9";"45.9"
"623";"20300";"MW00000";"BU06130416";"2020JJ00";"Albrandswaard";"BU06130416";"59.0";"38.2"
"626";"20300";"MW00000";"BU06130417";"2020JJ00";"Albrandswaard";"BU06130417";"42.9";"51.0"
"629";"20300";"MW00000";"BU06130418";"2020JJ00";"Albrandswaard";"BU06130418";"58.2";"43.0"
"632";"20300";"MW00000";"BU06130419";"2020JJ00";"Albrandswaard";"BU06130419";"49.5";"46.3"
"635";"20300";"MW00000";"BU06130420";"2020JJ00";"Albrandswaard";"BU06130420";"58.4";"37.9"
"638";"20300";"MW00000";"WK061305";"2020JJ00";"Albrandswaard";"WK061305";"52.3";"38.5"
"641";"20300";"MW00000";"BU06130521";"2020JJ00";"Albrandswaard";"BU06130521";"46.6";"39.6"
"644";"20300";"MW00000";"BU06130522";"2020JJ00";"Albrandswaard";"BU06130522";"52.6";"38.5"
"647";"20300";"MW00000";"WK061306";"2020JJ00";"Albrandswaard";"WK061306";"53.1";"44.1"
"650";"20300";"MW00000";"BU06130623";"2020JJ00";"Albrandswaard";"BU06130623";"54.3";"44.0"
"653";"20300";"MW00000";"BU06130624";"2020JJ00";"Albrandswaard";"BU06130624";"52.9";"43.2"
"656";"20300";"MW00000";"BU06130625";"2020JJ00";"Albrandswaard";"BU06130625";"61.7";"37.0"
"659";"20300";"MW00000";"BU06130626";"2020JJ00";"Albrandswaard";"BU06130626";"52.2";"44.8"
"662";"20300";"MW00000";"WK061307";"2020JJ00";"Albrandswaard";"WK061307";" .";" ."
"665";"20300";"MW00000";"BU06130706";"2020JJ00";"Albrandswaard";"BU06130706";" .";" ."
"668";"20300";"MW00000";"GM0361";"2020JJ00";"Alkmaar";"GM0361";"52.4";"46.1"
"671";"20300";"MW00000";"WK036101";"2020JJ00";"Alkmaar";"WK036101";"52.8";"45.7"
"674";"20300";"MW00000";"BU03610100";"2020JJ00";"Alkmaar";"BU03610100";"43.4";"53.9"
"677";"20300";"MW00000";"BU03610101";"2020JJ00";"Alkmaar";"BU03610101";"47.4";"48.2"
"680";"20300";"MW00000";"BU03610102";"2020JJ00";"Alkmaar";"BU03610102";"49.3";"48.8"
"683";"20300";"MW00000";"BU03610103";"2020JJ00";"Alkmaar";"BU03610103";"41.1";"54.9"
"686";"20300";"MW00000";"BU03610104";"2020JJ00";"Alkmaar";"BU03610104";"57.2";"41.9"
"689";"20300";"MW00000";"BU03610105";"2020JJ00";"Alkmaar";"BU03610105";"60.1";"39.6"
"692";"20300";"MW00000";"BU03610106";"2020JJ00";"Alkmaar";"BU03610106";"59.4";"40.2"
"695";"20300";"MW00000";"BU03610107";"2020JJ00";"Alkmaar";"BU03610107";"57.8";"40.3"
"698";"20300";"MW00000";"BU03610108";"2020JJ00";"Alkmaar";"BU03610108";"53.3";"45.8"
"701";"20300";"MW00000";"BU03610109";"2020JJ00";"Alkmaar";"BU03610109";"62.6";"38.5"
"704";"20300";"MW00000";"WK036102";"2020JJ00";"Alkmaar";"WK036102";"54.0";"44.2"
"707";"20300";"MW00000";"BU03610200";"2020JJ00";"Alkmaar";"BU03610200";"59.4";"40.0"
"710";"20300";"MW00000";"BU03610201";"2020JJ00";"Alkmaar";"BU03610201";"54.1";"43.4"
"713";"20300";"MW00000";"BU03610202";"2020JJ00";"Alkmaar";"BU03610202";"55.5";"40.9"
"716";"20300";"MW00000";"BU03610203";"2020JJ00";"Alkmaar";"BU03610203";"51.8";"46.1"
"719";"20300";"MW00000";"BU03610204";"2020JJ00";"Alkmaar";"BU03610204";"42.7";"55.8"
"722";"20300";"MW00000";"BU03610205";"2020JJ00";"Alkmaar";"BU03610205";"53.8";"42.7"
"725";"20300";"MW00000";"BU03610206";"2020JJ00";"Alkmaar";"BU03610206";"52.0";"44.8"
"728";"20300";"MW00000";"BU03610208";"2020JJ00";"Alkmaar";"BU03610208";"65.0";"36.3"
"731";"20300";"MW00000";"BU03610209";"2020JJ00";"Alkmaar";"BU03610209";"55.1";"45.7"
"734";"20300";"MW00000";"WK036103";"2020JJ00";"Alkmaar";"WK036103";"43.8";"53.9"
"737";"20300";"MW00000";"BU03610300";"2020JJ00";"Alkmaar";"BU03610300";"44.7";"50.7"
"740";"20300";"MW00000";"BU03610301";"2020JJ00";"Alkmaar";"BU03610301";"49.0";"50.5"
"743";"20300";"MW00000";"BU03610302";"2020JJ00";"Alkmaar";"BU03610302";"37.3";"60.2"
"746";"20300";"MW00000";"BU03610303";"2020JJ00";"Alkmaar";"BU03610303";"51.9";"49.8"
"749";"20300";"MW00000";"BU03610308";"2020JJ00";"Alkmaar";"BU03610308";" .";" ."
"752";"20300";"MW00000";"BU03610309";"2020JJ00";"Alkmaar";"BU03610309";"39.5";"46.1"
"755";"20300";"MW00000";"WK036104";"2020JJ00";"Alkmaar";"WK036104";"53.1";"48.2"
"758";"20300";"MW00000";"BU03610400";"2020JJ00";"Alkmaar";"BU03610400";"43.9";"53.6"
"761";"20300";"MW00000";"BU03610401";"2020JJ00";"Alkmaar";"BU03610401";"52.8";"49.1"
"764";"20300";"MW00000";"BU03610402";"2020JJ00";"Alkmaar";"BU03610402";"59.3";"43.7"
"767";"20300";"MW00000";"BU03610403";"2020JJ00";"Alkmaar";"BU03610403";"59.5";"44.1"
